date,pengbenkang,yangjianchao,pengyinlun,juxin,hello,shenjunzhong,fengjing,wangjianan,chendong,hejun,yangrenyu,xuezeyu,kangyuhan,lzd,yangjingkui,tangminjin,guohui,mashaocong
2025-04-23,397.08,1353.9,0.0,745.08,0.0,0.37,0.0,0.0,0.0,0.0,302.38,1415.23,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-24,138.77,781.47,0.0,695.5,200.02,0.0,0.0,0.0,101.88,0.0,453.77,1426.93,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-25,356.67,1339.65,0.0,916.08,186.8,0.0,0.0,0.0,0.0,0.0,318.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-26,353.8,1139.15,0.0,759.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-27,531.18,589.4,475.92,0.0,130.65,118.92,0.0,0.0,0.0,0.0,502.98,1346.75,0.0,9.03,0.0,0.0,0.0,0.0
2025-04-28,7.13,1166.22,350.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-29,45.77,890.88,357.93,47.65,0.0,73.08,0.0,0.0,0.0,0.0,466.27,1208.12,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-30,253.17,666.58,256.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-01,0.0,1415.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-07,5.88,483.15,282.15,0.0,0.0,0.68,0.0,0.0,5.48,0.0,255.07,417.92,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-08,0.0,1110.37,0.0,541.13,0.0,10.38,0.0,0.0,0.0,0.0,158.28,525.03,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-09,0.0,1077.8,163.6,0.0,146.88,0.0,0.0,0.0,2.2,0.0,93.03,0.0,11.52,0.0,0.0,0.0,0.0,0.0
2025-05-10,269.07,1149.55,507.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-11,464.57,435.37,218.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-12,533.78,1394.52,559.22,0.0,412.45,0.75,0.0,0.0,0.0,0.0,554.85,303.02,230.2,0.0,0.0,0.0,0.0,0.0
2025-05-13,428.08,851.9,685.35,0.0,212.02,0.0,0.0,0.0,0.0,309.67,484.43,295.02,314.58,6.03,0.0,0.0,0.0,0.0
2025-05-14,611.4,1049.63,684.9,0.0,0.0,16.25,0.0,0.0,15.17,0.0,249.57,1306.4,0.0,0.0,0.05,0.0,0.0,0.0
2025-05-15,663.3,926.62,680.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-16,397.13,796.28,745.52,0.0,247.23,0.0,0.0,0.0,0.0,0.0,181.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-17,420.43,966.4,757.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-18,278.13,216.8,430.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-19,525.58,1323.85,0.0,0.0,30.08,0.0,0.0,0.0,52.62,0.0,605.1,433.93,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-20,518.77,872.23,0.0,880.95,96.25,0.0,0.0,265.1,8.68,0.0,899.13,405.45,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-21,458.15,699.28,0.0,892.17,0.0,0.0,0.0,150.15,7.75,0.0,227.58,480.35,45.55,0.0,19.08,0.0,0.0,0.0
2025-05-22,530.82,1224.23,0.0,679.3,90.33,200.03,0.0,0.0,295.0,0.0,176.47,0.0,0.0,0.0,174.15,0.0,0.0,0.0
2025-05-23,198.03,726.1,1317.83,1384.22,0.0,246.85,0.0,0.0,0.0,0.0,677.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-24,630.75,891.53,1316.82,386.73,0.0,0.0,0.0,0.0,0.0,0.0,512.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-25,551.77,1145.48,222.18,0.0,0.0,239.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-26,276.82,400.88,0.0,0.0,0.0,419.62,0.0,0.0,491.17,0.0,607.12,78.42,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-27,578.88,547.13,0.0,0.0,0.0,225.83,0.0,0.0,194.22,0.0,1389.87,1237.58,0.0,25.0,0.0,6.0,0.0,0.0
2025-05-28,608.73,763.42,0.0,0.0,172.6,0.0,0.0,0.0,746.85,0.0,367.2,0.0,28.97,0.0,71.47,0.0,0.0,0.0
2025-05-29,602.33,869.25,0.0,0.0,0.0,0.0,0.0,4.97,692.02,0.0,634.77,380.43,239.78,0.0,108.88,0.0,0.0,0.0
2025-05-30,148.92,570.93,127.93,802.22,43.5,0.0,0.0,0.0,1069.93,0.0,530.48,0.0,165.08,0.0,139.0,0.0,0.0,0.0
2025-05-31,101.87,0.55,0.0,1066.13,0.0,0.0,0.0,0.0,105.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-01,632.93,0.68,0.0,169.27,0.0,0.0,0.0,0.0,141.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-02,663.52,161.28,0.0,0.0,0.0,0.0,0.0,0.0,251.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-03,461.53,1423.38,0.0,0.0,0.0,0.0,0.0,0.0,858.97,0.0,631.77,130.93,0.0,0.0,166.07,0.0,0.0,0.0
2025-06-04,282.1,1372.17,0.0,0.0,25.3,0.0,0.0,0.0,627.7,0.0,911.03,630.15,0.0,0.0,217.17,0.0,0.0,0.0
2025-06-05,681.97,1423.35,204.58,860.28,88.68,228.2,0.0,0.0,1067.77,0.0,814.2,556.23,0.0,0.0,153.1,0.0,0.0,0.0
2025-06-06,596.22,467.87,0.0,928.22,101.67,119.52,0.0,0.0,1067.55,0.0,222.67,1273.42,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-07,307.85,1289.18,0.0,841.47,0.0,0.0,0.0,0.0,475.52,0.0,0.0,1272.62,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-08,388.95,1337.1,0.0,532.4,0.0,94.75,0.0,0.0,46.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-09,531.8,1248.57,0.0,432.1,46.63,448.38,0.0,0.0,868.6,0.0,354.42,0.0,500.45,3.02,0.02,0.0,0.0,0.0
2025-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-11,58.27,429.92,0.0,0.0,0.0,223.9,3.93,0.0,220.82,0.0,428.33,154.47,356.02,14.73,0.52,0.0,0.0,0.0
2025-06-12,536.33,1172.22,0.0,375.67,0.0,55.73,0.0,0.0,867.55,0.0,0.0,194.93,472.27,2.12,0.0,0.0,0.0,0.0
2025-06-13,331.57,735.62,0.0,0.0,0.0,487.53,0.0,0.0,1005.87,0.0,0.0,1065.68,222.33,0.0,0.0,0.0,0.0,0.0
2025-06-14,574.1,968.6,0.0,0.0,0.0,63.62,0.0,0.0,0.0,0.0,0.0,1062.52,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-15,555.52,0.65,0.0,0.0,0.0,0.0,0.0,0.0,362.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-16,571.23,703.55,0.0,0.0,142.45,239.93,0.0,0.0,860.1,0.0,0.0,352.77,288.93,0.0,0.0,0.0,0.0,0.0
2025-06-17,514.43,453.48,0.0,0.1,115.62,19.13,0.0,0.0,698.77,0.0,0.0,284.7,45.33,0.0,0.0,0.0,0.0,0.0
2025-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-19,422.68,824.23,0.53,0.0,0.0,585.75,0.0,0.0,859.75,0.0,0.0,1229.6,192.45,0.0,0.0,0.0,0.0,0.0
2025-06-20,372.53,375.5,0.0,0.0,0.0,333.17,0.0,0.0,767.87,0.0,0.0,0.0,40.13,0.0,0.0,0.0,0.0,0.0
2025-06-21,335.78,0.62,0.0,0.0,0.0,282.28,218.58,0.0,346.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-22,671.42,0.67,0.0,0.0,0.0,330.07,374.48,0.0,653.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-23,572.07,850.78,0.0,0.0,0.0,456.68,126.88,0.0,865.28,86.28,240.97,884.17,172.42,342.73,0.0,0.0,0.0,0.0
2025-06-24,480.82,1152.25,0.0,0.0,0.0,506.83,940.7,0.0,1338.83,2.45,0.0,941.5,0.0,33.07,0.0,0.0,0.0,0.0
2025-06-25,577.65,949.97,23.6,0.0,0.0,323.23,195.18,0.0,1188.9,0.0,682.1,213.38,193.02,0.0,0.0,0.0,0.0,0.0
2025-06-26,321.52,710.42,0.0,0.0,0.0,146.97,673.23,0.0,1034.98,2.8,487.5,324.87,144.72,0.0,0.0,0.0,0.0,0.0
2025-06-27,213.02,1389.88,0.0,0.0,0.0,149.77,814.05,0.0,839.13,125.78,196.07,0.0,207.42,0.0,0.0,0.0,0.0,0.0
2025-06-28,448.98,1067.52,0.0,0.0,0.0,269.83,880.25,0.0,666.7,0.0,0.0,0.0,150.98,0.63,0.0,0.0,0.0,0.0
2025-06-29,529.18,661.9,0.0,0.0,0.0,0.0,858.6,0.0,0.0,727.5,0.0,222.75,34.03,2.97,0.0,0.0,0.0,0.0
2025-06-30,486.8,317.85,0.0,0.0,0.0,0.0,0.0,0.0,864.33,294.75,546.3,159.48,453.78,0.0,0.0,0.0,0.0,0.0
2025-07-01,626.2,841.95,0.0,0.0,0.0,0.0,813.22,0.0,548.83,854.45,565.73,333.87,773.25,0.0,0.0,0.0,0.0,0.0
2025-07-02,559.33,31.45,0.0,0.0,0.0,0.0,0.0,0.0,519.17,295.62,312.43,411.07,419.37,0.0,0.0,0.0,0.0,0.0
2025-07-03,224.17,484.42,0.88,0.0,0.0,0.0,0.0,0.0,609.48,0.0,0.0,1270.75,0.0,0.0,0.0,0.0,105.82,0.0
2025-07-04,270.68,204.37,0.0,0.0,0.0,0.0,0.0,0.0,222.43,0.0,163.0,1331.82,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-05,134.93,525.37,0.0,0.0,0.0,265.63,0.0,0.0,0.0,0.0,0.0,1138.55,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-06,455.73,1068.02,0.0,0.0,0.0,315.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-07,494.02,1278.7,0.0,0.0,0.0,431.07,0.0,0.0,177.5,0.0,261.75,324.95,43.98,0.0,0.0,0.0,0.0,0.0
2025-07-08,704.82,1010.88,0.0,0.0,0.0,452.92,0.0,0.0,363.58,0.0,615.75,196.27,82.88,0.0,0.0,0.0,8.03,0.0
2025-07-09,532.0,1268.48,0.0,0.0,0.0,350.52,0.0,0.0,426.4,0.0,675.97,305.47,286.48,0.0,0.0,0.0,193.72,0.0
2025-07-10,456.18,1269.08,0.0,0.0,0.0,0.0,0.0,0.0,323.05,0.0,648.78,560.67,378.37,0.0,0.0,0.0,210.12,0.0
2025-07-11,278.9,1369.42,0.0,0.0,0.0,0.0,0.0,0.0,575.2,0.0,158.08,493.25,103.52,0.0,0.0,0.0,162.87,0.0
2025-07-12,95.77,1091.52,0.0,0.0,0.0,210.9,0.0,0.0,0.0,0.0,0.0,288.58,0.0,0.0,0.0,0.73,0.0,0.0
2025-07-13,59.98,1168.85,0.0,0.0,0.0,290.43,0.0,0.0,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-14,616.02,1000.6,0.0,0.0,228.67,523.27,937.9,0.0,858.72,0.0,588.13,319.4,352.05,0.0,0.0,0.0,108.55,0.0
2025-07-15,426.05,888.05,0.0,0.0,153.17,317.6,1077.43,0.0,0.0,0.0,579.2,1016.02,310.07,0.0,0.0,0.0,182.27,627.07
2025-07-16,435.7,1132.87,0.0,0.0,0.0,0.0,884.7,0.0,307.02,0.0,657.7,206.35,242.62,0.0,0.0,0.0,260.98,1.45
2025-07-17,885.9,985.83,0.0,0.0,0.0,112.05,0.0,0.0,384.22,0.0,650.83,114.43,0.0,0.0,0.0,0.0,63.13,3.95
2025-07-18,521.57,766.67,0.0,0.0,28.35,257.73,0.0,0.0,159.97,0.0,240.45,0.0,0.0,0.0,0.0,0.0,98.28,0.0
2025-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-20,589.58,100.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-21,474.17,575.73,102.28,0.0,113.3,485.27,0.0,0.0,446.02,0.0,560.98,138.08,0.0,102.73,0.0,0.0,81.72,2.45
2025-07-22,606.62,780.88,115.05,0.0,0.0,0.0,0.0,0.0,755.22,0.0,574.53,349.28,0.0,118.2,0.0,0.0,0.0,0.0
2025-07-23,401.02,542.43,0.0,0.0,0.0,530.93,500.02,0.0,886.68,0.0,697.07,324.52,254.22,0.0,0.0,0.0,0.0,0.0
2025-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-25,193.62,0.32,236.03,0.0,0.0,0.0,771.37,0.0,482.37,0.0,0.0,474.23,138.72,0.0,0.0,0.0,0.0,0.0
2025-07-26,508.03,0.58,0.0,0.0,0.0,111.0,4.62,0.0,511.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-27,515.37,0.67,0.0,0.0,0.0,116.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-28,393.98,0.55,0.0,0.0,0.0,679.88,223.77,0.0,793.27,0.0,890.05,276.22,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-29,49.5,141.13,0.0,0.0,0.0,549.23,510.48,0.0,842.12,76.28,0.0,155.77,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-30,187.02,168.92,0.0,0.0,0.0,368.8,166.0,0.0,923.22,0.0,77.87,378.03,0.0,0.0,0.0,0.0,0.0,0.85
2025-07-31,139.05,16.78,0.0,0.0,0.0,425.23,0.0,0.0,1047.62,0.0,142.22,43.67,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-01,403.28,4.65,0.0,0.0,0.0,0.0,0.0,0.0,641.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
2025-08-02,203.05,0.58,0.0,0.0,0.0,98.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-03,315.02,0.62,0.0,0.0,0.0,38.68,0.0,0.0,638.68,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-04,40.77,0.52,0.0,0.0,0.0,0.0,0.0,0.0,1222.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-05,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,881.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-06,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,877.53,0.0,0.0,0.0,134.6,0.0,0.0,0.0,0.0,0.0
2025-08-07,0.0,0.6,0.0,0.0,0.0,371.93,0.0,0.0,1010.0,0.0,0.0,0.0,76.6,0.0,0.0,0.0,0.0,0.0
2025-08-08,0.0,0.67,0.0,0.0,0.0,488.45,0.0,0.0,581.22,0.0,0.0,0.0,126.43,0.0,0.0,0.0,0.0,0.0
2025-08-09,0.0,0.52,0.0,0.0,0.0,191.2,0.0,0.0,422.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-10,0.0,0.62,0.0,0.0,0.0,74.18,0.0,0.0,479.85,0.0,0.0,0.0,163.92,0.0,0.0,0.0,0.0,0.0
2025-08-11,0.0,0.73,0.0,0.0,0.0,31.67,0.0,0.0,738.77,0.0,0.0,20.05,240.42,0.0,0.0,0.0,0.0,0.0
2025-08-12,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,778.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-13,0.0,0.47,0.0,0.0,0.0,111.37,0.0,0.0,520.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-14,0.0,0.88,0.0,0.0,0.0,393.93,0.0,0.0,722.28,0.0,0.0,305.13,233.98,0.0,0.0,0.0,0.0,0.0
2025-08-15,0.0,0.73,0.0,0.0,0.0,506.95,0.0,0.0,798.68,0.0,0.0,289.28,193.93,0.0,0.0,0.0,0.0,0.0
2025-08-16,0.0,0.83,0.0,0.0,0.0,262.28,0.0,0.0,410.45,0.0,0.0,59.08,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-17,0.0,0.78,0.0,0.0,0.0,537.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-18,0.0,0.83,0.0,0.0,0.0,565.2,0.0,0.0,590.1,0.0,0.0,200.28,0.0,0.0,0.0,0.0,0.0,28.57
2025-08-19,0.0,424.95,0.0,0.0,0.0,527.25,0.0,399.87,752.77,0.0,0.0,54.28,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-20,0.0,29.33,0.0,0.0,0.0,237.17,0.0,520.53,664.68,0.0,0.0,116.68,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-21,804.53,0.8,0.0,0.0,0.0,532.27,0.0,292.4,451.67,0.0,0.0,485.75,15.58,0.0,0.0,0.0,0.0,0.0
2025-08-22,536.52,0.85,0.0,0.0,0.0,147.68,0.0,121.45,510.37,0.0,0.0,0.27,108.62,0.0,0.0,0.0,0.0,0.0
2025-08-23,0.0,0.75,0.0,0.0,0.0,210.78,0.0,0.0,0.0,0.0,0.0,0.0,37.63,0.0,0.0,0.0,0.0,0.0
2025-08-24,466.27,0.77,0.0,0.0,0.0,375.98,0.0,0.9,0.0,0.0,0.0,0.0,104.57,0.0,0.0,0.0,0.0,0.0
2025-08-25,182.38,733.63,0.0,0.0,0.0,522.23,0.0,0.0,815.93,0.0,520.28,221.4,45.93,0.0,8.5,0.0,0.0,0.0
2025-08-26,141.05,887.9,1.58,0.0,0.0,564.37,0.0,0.0,167.42,0.0,842.75,388.17,122.15,0.0,0.0,0.0,0.0,0.0
2025-08-27,169.02,0.83,0.0,0.0,0.0,535.35,0.0,0.0,22.0,0.0,831.2,387.77,179.82,0.0,0.0,0.0,0.0,0.0
2025-08-28,402.12,466.42,0.0,0.0,0.0,367.53,0.0,0.0,850.4,0.0,616.35,413.85,214.75,0.0,0.0,0.0,0.0,0.0
2025-08-29,168.52,793.22,0.0,0.0,0.0,0.0,0.0,0.0,690.72,0.0,152.35,437.03,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-02,361.8,402.78,0.0,0.0,0.0,11.98,0.0,235.62,597.4,0.0,348.13,0.0,146.88,0.0,0.0,0.0,0.0,0.0
2025-09-03,348.1,530.98,0.0,0.0,228.85,16.8,503.58,350.83,474.63,0.0,476.3,0.0,229.27,0.0,0.0,0.0,0.0,0.0
2025-09-04,206.12,284.38,0.0,0.0,0.0,0.0,527.42,0.0,149.53,0.0,342.33,0.0,152.37,0.0,0.0,0.0,0.0,0.0
2025-09-05,0.0,122.18,0.0,0.0,0.0,0.0,134.32,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-06,105.62,577.97,0.0,0.0,0.0,112.77,722.6,0.0,772.8,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0
2025-09-07,213.33,804.27,0.0,0.0,0.0,234.17,729.53,0.0,57.02,0.0,0.0,0.0,482.62,0.0,0.0,0.0,0.0,0.0
2025-09-08,693.15,820.75,0.0,0.0,0.0,0.0,704.8,0.0,420.53,0.0,632.9,0.0,464.58,0.0,0.0,0.0,0.0,0.0
2025-09-09,914.4,897.18,0.0,0.0,0.0,0.0,110.62,0.0,807.45,0.0,821.9,0.0,358.33,0.0,0.0,0.0,0.0,437.83
2025-09-10,767.07,782.5,0.0,0.0,0.0,0.0,545.17,0.0,615.52,0.0,781.9,0.0,486.62,0.0,0.0,0.0,0.0,0.0
2025-09-11,295.02,871.12,0.0,0.0,0.0,0.0,908.07,0.0,681.52,0.0,744.78,0.0,543.35,0.0,0.0,0.0,0.0,0.0
2025-09-12,277.88,899.35,0.0,0.0,0.0,0.0,0.0,0.0,504.53,0.0,473.8,608.92,460.95,0.0,0.0,0.0,0.0,0.0
2025-09-13,242.85,1098.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606.63,494.05,0.0,0.0,0.0,0.0,0.0
2025-09-14,406.15,1217.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.48,555.43,0.0,0.0,0.0,0.0,0.0
2025-09-15,436.28,1271.35,0.0,0.0,0.0,127.08,0.0,0.0,738.87,75.53,348.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-16,572.92,696.47,0.0,0.0,112.47,421.32,474.23,0.0,1175.25,368.17,600.52,511.97,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-17,526.73,1123.62,0.0,0.0,0.0,520.67,827.05,0.0,774.93,415.55,740.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-18,470.48,1093.42,0.0,0.0,0.0,59.47,352.02,0.0,847.25,529.75,214.53,0.0,0.0,0.0,4.08,0.0,0.0,0.72
2025-09-19,475.02,882.45,0.0,0.0,0.0,0.0,852.97,0.0,583.33,20.23,367.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-20,361.8,965.07,0.0,0.0,0.0,124.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-21,396.05,966.88,0.0,0.0,0.0,80.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-22,483.82,854.57,0.0,0.0,0.0,215.5,0.0,0.0,0.97,513.02,326.72,0.0,0.0,0.0,0.0,0.0,0.0,1.3
2025-09-23,573.62,910.48,0.0,0.0,0.0,79.67,0.0,0.0,0.0,696.15,363.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-24,668.38,941.13,0.0,0.0,0.0,0.0,0.0,0.0,512.58,296.13,604.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
